name	study_id	study_location	protection_status	latitude	longitude	valuation_methods	beneficiary_unit	value_year	int__per_hectare_per_year	title	reference	year_pub	site_area_in_hectares	site_length_km
10440007	1044	Honduras Mesoamerican Reef	Partially protected	16.014	-85.437	IO	total	2018	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440008	1044	Belize Mesoamerican Reef	Partially protected	17.337	-88.288	IO	total	2018	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440009	1044	Mexico Mesoamerican Reef	No protection	20.5	-96.8	VT	total	2019	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440010	1044	Guatemala Mesoamerican Reef	No protection	15.852	-88.569	VT	total	2019	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440011	1044	Honduras Mesoamerican Reef	No protection	16.014	-85.437	VT	total	2019	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440012	1044	Belize Mesoamerican Reef	No protection	17.337	-88.288	VT	total	2019	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440013	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440014	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440015	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440016	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440017	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440018	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440019	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440020	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440022	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440023	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440024	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440025	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440026	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440027	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440028	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10440021	1044	Mesoamerican Great Barrier Reef	No protection	17.836457	-86.238959	CV	household	2020	nan	Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values	Ruiz de Gauna, I., Markandya, A., Onofri, L., Greño, F., Warman, J., Arce, N., ... & Hernández, M. (2021). Economic Valuation of the Ecosystem Services of the Mesoamerican Reef, and the Allocation and Distribution of these Values (No. IDB-WP-01214). IDB Working Paper Series.	2021	nan	nan
10430001	1043	Indonesia	No protection	-5.0	120.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430002	1043	Philippines	No protection	13.0	122.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430003	1043	Malaysia	No protection	2.790956	104.1148	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430004	1043	Mexico	No protection	23.6345	-102.5528	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430005	1043	Cuba	No protection	21.983	-79.033	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430006	1043	Saudi Arabia	No protection	28.64845	34.73677	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430007	1043	Dominican Republic	No protection	19.051	-71.054	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430008	1043	United States	No protection	24.86	-81.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430009	1043	Taiwan	No protection	24.0	121.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430010	1043	Jamaica	No protection	18.25	-77.5	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430011	1043	Vietnam	No protection	16.0	108.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430012	1043	Myanmar	No protection	22.0	96.0	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430013	1043	Thailand	No protection	15.35	101.033333	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430014	1043	Bahamas	No protection	23.916667	-77.666667	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10430015	1043	Belize Mesoamerican Reef	No protection	17.337	-88.288	DC	total	2011	nan	The global flood protection savings provided by coral reefs	Beck, M. W., Losada, I. J., Menéndez, P., Reguero, B. G., Díaz-Simal, P., & Fernández, F. (2018). The global flood protection savings provided by coral reefs. Nature communications, 9(1), 1-9.	2018	nan	nan
10420002	1042	Folkestone Marine Reserve	Protected	13.191347	-59.641271	CV	person	2013	nan	Artificial reefs and marine protected areas: a study in willingness to pay to access Folkestone Marine Reserve, Barbados, West Indies	Kirkbride-Smith, A. E., Wheeler, P. M., & Johnson, M. L. (2016). Artificial reefs and marine protected areas: a study in willingness to pay to access Folkestone Marine Reserve, Barbados, West Indies. PeerJ, 4, e2175.	2016	210.0	nan
10420001	1042	Folkestone Marine Reserve	Protected	13.191347	-59.641271	CV	person	2013	nan	Artificial reefs and marine protected areas: a study in willingness to pay to access Folkestone Marine Reserve, Barbados, West Indies	Kirkbride-Smith, A. E., Wheeler, P. M., & Johnson, M. L. (2016). Artificial reefs and marine protected areas: a study in willingness to pay to access Folkestone Marine Reserve, Barbados, West Indies. PeerJ, 4, e2175.	2016	210.0	nan
10410001	1041	Tubbataha Reefs National Marine Park	Protected	8.953333	119.8675	CV	person	1999	nan	User fee system for marine ecotourism: The Tubbataha Reef experience	Tongson, E., & Dygico, M. (2004). User fee system for marine ecotourism: The Tubbataha Reef experience. Coastal Management,, 32(1), 17-23.	2004	33200.0	nan
10400001	1040	Cu Lao Cham	Protected	15.9506	108.682	CV	person	2018	nan	Sustainable management of a marine protected area in Vietnam: An application of visitors’ willingness to pay for conservation in Cu Lao Cham	Dang, T. D. T., Hu, B., & Gan, C. (2021). Sustainable management of a marine protected area in Vietnam: An application of visitors’ willingness to pay for conservation in Cu Lao Cham.	2021	23500.0	nan
10400002	1040	Cu Lao Cham	Protected	15.9506	108.682	CV	person	2018	nan	Sustainable management of a marine protected area in Vietnam: An application of visitors’ willingness to pay for conservation in Cu Lao Cham	Dang, T. D. T., Hu, B., & Gan, C. (2021). Sustainable management of a marine protected area in Vietnam: An application of visitors’ willingness to pay for conservation in Cu Lao Cham.	2021	23500.0	nan
10390001	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10390002	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10390003	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10390004	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10390005	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10390006	1039	Kansas	No protection	38.0	-98.0	CV	person	1987	nan	The economic value of windbreaks for hunting.	Cook, P. S., & Cable, T. T. (1990). The economic value of windbreaks for hunting. Wildlife Society Bulletin (1973-2006), 18(3), 337-342.	1990	21309900.0	nan
10380001	1038	Hula valleys	No protection	33.1178	35.6078	TC	person	1997	1398.0415	Measuring the recreational value of agricultural landscape.	Fleischer, A., & Tsur, Y. (2000). Measuring the recreational value of agricultural landscape. European review of agricultural economics, 27(3), 385-398.	2000	34600.0	nan
10380002	1038	Jezreel valleys	No protection	32.6362	35.1929	TC	person	1997	866.8121	Measuring the recreational value of agricultural landscape.	Fleischer, A., & Tsur, Y. (2000). Measuring the recreational value of agricultural landscape. European review of agricultural economics, 27(3), 385-398.	2000	47400.0	nan
10380003	1038	Hula valleys	No protection	33.1178	35.6078	TC	person	1997	252.4032	Measuring the recreational value of agricultural landscape.	Fleischer, A., & Tsur, Y. (2000). Measuring the recreational value of agricultural landscape. European review of agricultural economics, 27(3), 385-398.	2000	34600.0	nan
10380004	1038	Jezreel valleys	No protection	32.6362	35.1929	TC	person	1997	79.261	Measuring the recreational value of agricultural landscape.	Fleischer, A., & Tsur, Y. (2000). Measuring the recreational value of agricultural landscape. European review of agricultural economics, 27(3), 385-398.	2000	47400.0	nan
10370001	1037	Alpujarras	No protection	36.9622	-3.333333	CV	person	2002	nan	Public preferences for landscape features: The case of agricultural landscape in mountainous Mediterranean areas	Sayadi, S., González-Roa, M. C., & Calatrava-Requena, J. (2009). Public preferences for landscape features: The case of agricultural landscape in mountainous Mediterranean areas. Land Use Policy, 26(2), 334-344.	2009	6900.0	nan
10360016	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	9999.8657	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	859.0	nan
10360001	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	167751.5093	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	15715.0	nan
10360002	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	14815.2818	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	15715.0	nan
10360003	1036	Beijing	No protection	39.906667	116.3975	DC	total	2014	2142.5688	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	15715.0	nan
10360004	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	2657.4497	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	15715.0	nan
10360005	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	5447.7718	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	15715.0	nan
10360006	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	54571.4773	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	25493.0	nan
10360007	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	2774.6473	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	25493.0	nan
10360008	1036	Beijing	No protection	39.906667	116.3975	DC	total	2014	395.9248	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	25493.0	nan
10360009	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	1904.3705	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	25493.0	nan
10360010	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	6061.2222	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	25493.0	nan
10360011	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	29902.275	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	1030.0	nan
10360012	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	2331.3638	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	1030.0	nan
10360013	1036	Beijing	No protection	39.906667	116.3975	DC	total	2014	367.4432	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	1030.0	nan
10360014	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	2169.182	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	1030.0	nan
10360015	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	3869.5571	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	1030.0	nan
10360019	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	1756.2815	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	859.0	nan
10360020	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	10680.5007	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	859.0	nan
10360021	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	5998.4945	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	2190.0	nan
10360022	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	305.1092	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	2190.0	nan
10360023	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	1490.9828	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	2190.0	nan
10360024	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	2778.1623	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	2190.0	nan
10360025	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	9980.0968	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	6146.0	nan
10360026	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	581.3937	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	6146.0	nan
10360027	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	2034.241	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	6146.0	nan
10360028	1036	Beijing	No protection	39.906667	116.3975	VT	total	2014	3812.8217	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	6146.0	nan
10360018	1036	Beijing	No protection	39.906667	116.3975	DC	total	2014	51.6553	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	859.0	nan
10360017	1036	Beijing	No protection	39.906667	116.3975	MP	total	2014	124.5805	Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China	Zhang et al. 2017. Economic values and dominant providers of key ecosystem services of   wetlands in Beijing, China. Ecological indicators.	2017	859.0	nan
10350001	1035	Ningaloo Reef	Protected	-22.58333	113.75	CE	person	2005	nan	Using choice modelling to account for biodiversity conservation: Non-use value for Ningaloo Reef	Gazzani, F., & Marinova, D. (2007). Using choice modelling to account for biodiversity conservation: Non-use value for Ningaloo Reef. MODSIM07—Land, water and environmental management: Integrated systems for sustainability, 2721-2727.	2007	nan	nan
